Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
161,"Jain, P Kar",Non-convex optimization for machine learning,465,2017, nowpublishers.com, … and Trends® in Machine Learning,https://www.nowpublishers.com/article/Details/MAL-058,66
194,"He, L Wang",An effective co-evolutionary particle swarm optimization for constrained engineering design problems,1097,2007, Elsevier, Engineering applications of artificial intelligence,https://www.sciencedirect.com/science/article/pii/S0952197606000686,65
131,"Jamieson, A Talwalkar",Non-stochastic best arm identification and hyperparameter optimization,518,2016, proceedings.mlr.press, Artificial intelligence and statistics,http://proceedings.mlr.press/v51/jamieson16.html,65
149," Abualigah, AT Khader",Unsupervised text feature selection technique based on hybrid particle swarm optimization algorithm with genetic operators for the text clustering,432,2017, Springer, The Journal of Supercomputing,https://link.springer.com/article/10.1007/s11227-017-2046-2,62
18,"Binitha, SS Sathya",A survey of bio inspired optimization algorithms,732,2012, Citeseer, International journal of soft computing and …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=45618bef1e4be5cfd2c999d42398166621fd7649,61
70,"Bandyopadhyay, S Saha, U Maulik…",A simulated annealing-based multiobjective optimization algorithm: AMOSA,977,2008, ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/4358775/,61
137,"Nickabadi, MM Ebadzadeh, R Safabakhsh",A novel particle swarm optimization algorithm with adaptive inertia weight,795,2011, Elsevier, Applied soft computing,https://www.sciencedirect.com/science/article/pii/S156849461100055X,61
121," Wang, KW Chau, CT Cheng, L Qiu",A comparison of performance of several artificial intelligence methods for forecasting monthly discharge time series,893,2009, Elsevier, Journal of hydrology,https://www.sciencedirect.com/science/article/pii/S0022169409003527,60
222,"Zhou, X Li, RN Zare",Optimizing chemical reactions with deep reinforcement learning,420,2017, ACS Publications, ACS central science,https://pubs.acs.org/doi/abs/10.1021/acscentsci.7b00492,60
154,"Machairas, A Tsangrassoulis, K Axarli",Algorithms for optimization of building design: A review,600,2014, Elsevier, Renewable and sustainable …,https://www.sciencedirect.com/science/article/pii/S1364032113007855,60
96," Modi, WM Shen, M Tambe, M Yokoo",ADOPT: Asynchronous distributed constraint optimization with quality guarantees,1124,2005, Elsevier, Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0004370204001511,59
210, Kar,Bio inspired computing–a review of algorithms and scope of applications,464,2016, Elsevier, Expert Systems with Applications,https://www.sciencedirect.com/science/article/pii/S095741741630183X,58
182,"Hennig, CJ Schuler",Entropy Search for Information-Efficient Global Optimization.,692,2012, jmlr.org, Journal of Machine Learning Research,https://www.jmlr.org/papers/volume13/hennig12a/hennig12a.pdf,58
243,"Daume III, D Marcu",Domain adaptation for statistical classifiers,1035,2006, jair.org, Journal of artificial Intelligence research,https://www.jair.org/index.php/jair/article/view/10454,58
136,"Mellit, SA Kalogirou",Artificial intelligence techniques for photovoltaic applications: A review,928,2008, Elsevier, Progress in energy and combustion science,https://www.sciencedirect.com/science/article/pii/S0360128508000026,58
57,"Karaboga, B Akay",A survey: algorithms simulating bee swarm intelligence,863,2009, Springer, Artificial intelligence review,https://link.springer.com/article/10.1007/s10462-009-9127-4,58
5,"He, QH Wu, JR Saunders",Group search optimizer: an optimization algorithm inspired by animal searching behavior,855,2009, ieeexplore.ieee.org, IEEE transactions on evolutionary …,https://ieeexplore.ieee.org/abstract/document/5196714/,57
150,"Sinha, SS Chandel",Review of recent trends in optimization techniques for solar photovoltaic–wind based hybrid energy systems,513,2015, Elsevier, Renewable and Sustainable Energy Reviews,https://www.sciencedirect.com/science/article/pii/S1364032115005006,57
12,Shi,Brain storm optimization algorithm,700,2011, Springer, Advances in Swarm Intelligence: Second International …,https://link.springer.com/chapter/10.1007/978-3-642-21515-5_36,54
90," Parsopoulos, MN Vrahatis",Particle swarm optimization and intelligence: advances and applications: advances and applications,760,2010, books.google.com,,https://books.google.com/books?hl=en&lr=&id=CSqZW327ekYC&oi=fnd&pg=PR1&dq=optimization+algorithm+artificial+intelligence+&ots=wSCEMwATDi&sig=98GKDZvWV7ADsbtlWhAUcTtGqWE,54
246,"Magnier, F Haghighat","Multiobjective optimization of building design using TRNSYS simulations, genetic algorithm, and Artificial Neural Network",754,2010, Elsevier, Building and Environment,https://www.sciencedirect.com/science/article/pii/S0360132309002091,54
232,"Duan, P Qiao",Pigeon-inspired optimization: a new swarm intelligence optimizer for air robot path planning,541,2014, emerald.com, International journal of intelligent computing and …,https://www.emerald.com/insight/content/doi/10.1108/IJICC-02-2014-0005/full/html?utm_campaign=Emerald_Engineering_PPV_Dec22_RoN,54
71," Ramchurn, P Vytelingum, A Rogers…",Putting the'smarts' into the smart grid: a grand challenge for artificial intelligence,642,2012, dl.acm.org, Communications of the …,https://dl.acm.org/doi/abs/10.1145/2133806.2133825,54
192," Yang, Z Cui, R Xiao, AH Gandomi, M Karamanoglu",Swarm intelligence and bio-inspired computation: theory and applications,579,2013, books.google.com,,https://books.google.com/books?hl=en&lr=&id=J0VcBQxtcwsC&oi=fnd&pg=PP1&dq=optimization+algorithm+artificial+intelligence+&ots=s8kDo9b0gP&sig=tFEHzdS9QFtfFGFmwLXRdjy33mE,53
56,"Rao, V Patel",An elitist teaching-learning-based optimization algorithm for solving complex constrained optimization problems,637,2012, growingscience.com, international journal of industrial engineering …,http://growingscience.com/beta/ijiec/102-an-elitist-teaching-learning-based-optimization-algorithm-for-solving-complex-constrained-optimization-problems.html,53
218,"Kuila, PK Jana",Energy efficient clustering and routing algorithms for wireless sensor networks: Particle swarm optimization approach,531,2014, Elsevier, Engineering Applications of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197614000852,53
144,"Feurer, J Springenberg, F Hutter",Initializing bayesian hyperparameter optimization via meta-learning,465,2015, ojs.aaai.org, … on Artificial Intelligence,https://ojs.aaai.org/index.php/AAAI/article/view/9354,52
185," Bell, PR McMullen",Ant colony optimization techniques for the vehicle routing problem,1035,2004, Elsevier, Advanced engineering informatics,https://www.sciencedirect.com/science/article/pii/S1474034604000060,52
193,"Deng, H Zhao, L Zou, G Li, X Yang, D Wu",A novel collaborative optimization algorithm in solving complex optimization problems,363,2017, Springer, Soft Computing,https://link.springer.com/article/10.1007/s00500-016-2071-8,52
73," Chu, PW Tsai, JS Pan",Cat swarm optimization,944,2006, Springer, PRICAI 2006: Trends in Artificial Intelligence …,https://link.springer.com/chapter/10.1007/978-3-540-36668-3_94,52
17,"Cuevas, M Cienfuegos, D Zaldívar…",A swarm optimization algorithm inspired in the behavior of the social-spider,558,2013, Elsevier, Expert Systems with …,https://www.sciencedirect.com/science/article/pii/S0957417413003394,51
173,"Neri, C Cotta",Memetic algorithms and memetic computing optimization: A literature review,611,2012, Elsevier, Swarm and Evolutionary Computation,https://www.sciencedirect.com/science/article/pii/S2210650211000691,51
28," Bansal, H Sharma, SS Jadon, M Clerc",Spider monkey optimization algorithm for numerical optimization,504,2014, Springer, Memetic computing,https://link.springer.com/article/10.1007/s12293-013-0128-0,50
8," Ab Wahab, S Neft",A comprehensive review of swarm optimization algorithms,454,2015, journals.plos.org, PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0122827,50
113,"Wang, F Hutter, M Zoghi, D Matheson…",Bayesian optimization in a billion dimensions via random embeddings,396,2016, jair.org, … of Artificial Intelligence …,https://www.jair.org/index.php/jair/article/view/10983,50
145,"Golovin, A Krause",Adaptive submodularity: Theory and applications in active learning and stochastic optimization,631,2011, jair.org, Journal of Artificial Intelligence Research,https://www.jair.org/index.php/jair/article/view/10731,49
160,"Hutter, L Xu, HH Hoos, K Leyto",Algorithm runtime prediction: Methods & evaluation,488,2014, Elsevier, Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0004370213001082,49
152,Karaboga,A new design method based on artificial bee colony algorithm for digital IIR filters,732,2009, Elsevier, Journal of the Franklin Institute,https://www.sciencedirect.com/science/article/pii/S0016003208001294,49
153," Young, DC Rose, TP Karnowski, SH Lim…",Optimizing deep learning hyper-parameters through an evolutionary algorithm,443,2015, dl.acm.org, … on machine learning in …,https://dl.acm.org/doi/abs/10.1145/2834892.2834896,49
231," Parsopoulos, MN Vrahatis",On the computation of all global minimizers through particle swarm optimization,966,2004, ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/1304844/,48
119,"Akay, D Karaboga",Artificial bee colony algorithm for large-scale problems and engineering design optimization,572,2012, Springer, Journal of intelligent manufacturing,https://link.springer.com/article/10.1007/s10845-010-0393-4,48
99,"Li, S Guo, C Li, J Sun",A hybrid annual power load forecasting model based on generalized regression neural network with fruit fly optimization algorithm,518,2013, Elsevier,Based Systems,https://www.sciencedirect.com/science/article/pii/S0950705112002353,47
165,"Li, Y Yang, J Liu, X Zhou, H Lu",Unsupervised feature selection using nonnegative spectral analysis,560,2012, ojs.aaai.org, … conference on artificial intelligence,https://ojs.aaai.org/index.php/AAAI/article/view/8289,47
107," Yaseen, A E",Artificial intelligence based models for stream-flow forecasting: 2000–2015,414,2015, Elsevier, Journal of Hydrology,https://www.sciencedirect.com/science/article/pii/S0022169415008069,46
23,"Ding, C Su, J Yu",An optimizing BP neural network algorithm based on genetic algorithm,584,2011, Springer, Artificial intelligence review,https://link.springer.com/article/10.1007/s10462-011-9208-z,45
233,"Mei, X Zhu",Using machine teaching to identify optimal training-set attacks on machine learners,402,2015, ojs.aaai.org, … of the aaai conference on artificial intelligence,https://ojs.aaai.org/index.php/AAAI/article/view/9569,45
247,"Banharnsakun, T Achalakul, B Sirinaovakul",The best-so-far selection in artificial bee colony algorithm,566,2011, Elsevier, Applied soft computing,https://www.sciencedirect.com/science/article/pii/S1568494610003029,44
32,"Wang, Y Liu, B Zhou, C Li, G Cao, N Voropai…",Taxonomy research of artificial intelligence for deterministic solar power forecasting,176,2020, Elsevier, Energy Conversion and …,https://www.sciencedirect.com/science/article/pii/S0196890420304477,44
198,"Senthilnath, SN Omkar, V Mani",Clustering using firefly algorithm: performance study,573,2011, Elsevier, Swarm and Evolutionary Computation,https://www.sciencedirect.com/science/article/pii/S2210650211000265,44
219,"Neumann, C Witt",Bioinspired computation in combinatorial optimization: Algorithms and their computational complexity,471,2013, dl.acm.org, Proceedings of the 15th annual conference …,https://dl.acm.org/doi/pdf/10.1145/2464576.2466738,43
118, Bull,Convergence rates of efficient global optimization algorithms.,540,2011, jmlr.org, Journal of Machine Learning Research,https://www.jmlr.org/papers/volume12/bull11a/bull11a.pdf,42
24," Rao, V Patel",An improved teaching-learning-based optimization algorithm for solving unconstrained optimization problems,464,2013, Elsevier, Scientia Iranica,https://www.sciencedirect.com/science/article/pii/S1026309812002672,42
51,"Das, A Biswas, S Dasgupta, A Abraham","Bacterial foraging optimization algorithm: theoretical foundations, analysis, and applications",629,2009, Springer, … volume 3: global optimization,https://link.springer.com/chapter/10.1007/978-3-642-01085-9_2,42
53,"Neshat, G Sepidnam, M Sargolzaei…","Artificial fish swarm algorithm: a survey of the state-of-the-art, hybridization, combinatorial and indicative applications",422,2014, Springer, Artificial intelligence …,https://link.springer.com/article/10.1007/s10462-012-9342-2,42
179,Bahrammirzaee,"A comparative survey of artificial intelligence applications in finance: artificial neural networks, expert system and hybrid intelligent systems",584,2010, Springer, Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-010-0362-z,42
225,"Robič, B Filipič",Differential evolution for multiobjective optimization,781,2005, Springer,Criterion Optimization: Third …,https://link.springer.com/content/pdf/10.1007/b106458.pdf#page=535,41
228, Gandomi,Interior search algorithm (ISA): a novel approach for global optimization,413,2014, Elsevier, ISA transactions,https://www.sciencedirect.com/science/article/pii/S0019057814000597,41
199,"Fadaee, MAM Radzi",Multi-objective optimization of a stand-alone hybrid renewable energy system by using evolutionary algorithms: A review,482,2012, Elsevier, Renewable and sustainable energy reviews,https://www.sciencedirect.com/science/article/pii/S1364032112001669,40
125,"Tabakhi, P Moradi, F Akhlaghian",An unsupervised feature selection algorithm based on ant colony optimization,405,2014, Elsevier, … Applications of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197614000621,40
61,"Domingos, D Lowd",Could not catch title,606,2009, Morgan & Claypool Publishers, … intelligence and machine …,"Look manually at: https://scholar.google.com/scholar?start=60&q=optimization+algorithm+artificial+intelligence+&hl=en&as_sdt=0,5&as_ylo=2003",40
240,"Gao, S Liu, L Huang",A global best artificial bee colony algorithm for global optimization,473,2012, Elsevier, Journal of Computational and Applied …,https://www.sciencedirect.com/science/article/pii/S0377042712000246,39
212,"Zhou, H Zha, L Song",Learning social infectivity in sparse low-rank networks using multi-dimensional hawkes processes,414,2013, proceedings.mlr.press, Artificial Intelligence and Statistics,https://proceedings.mlr.press/v31/zhou13a.html,38
188,"Manjarres, I Land",A survey on applications of the harmony search algorithm,416,2013, Elsevier, … of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S095219761300095X,38
104,"Khourdifi, M Baha",Heart disease prediction and classification using machine learning algorithms optimized by particle swarm optimization and ant colony optimization.,190,2019, academia.edu, International journal of Intelligent engineering …,https://www.academia.edu/download/69272653/3c5dd976557d5177f4c1aa29ebb796fe7036.pdf,38
177,"Blum, X Li",Swarm intelligence in optimization,606,2008, Springer, Swarm intelligence: introduction and applications,https://link.springer.com/chapter/10.1007/978-3-540-74089-6_2,38
6,"Askarzadeh, A Rezazadeh",Artificial bee swarm optimization algorithm for parameters identification of solar cell models,405,2013, Elsevier, Applied energy,https://www.sciencedirect.com/science/article/pii/S0306261912006939,37
82,Karaboga,Artificial bee colony algorithm,516,2010, scholarpedia.org, scholarpedia,http://www.scholarpedia.org/article/Artificial_bee_colony_algorithm?ref=https://githubhelp.com,37
129," Mohan, R Baskaran",A survey: Ant Colony Optimization based recent research and implementation on several engineering domain,435,2012, Elsevier, Expert Systems with Applications,https://www.sciencedirect.com/science/article/pii/S0957417411013996,36
142," Onwunalu, LJ Durlofsky",Application of a particle swarm optimization algorithm for determining optimum well location and type,499,2010, Springer, Computational Geosciences,https://link.springer.com/article/10.1007/s10596-009-9142-1,36
148,"Venter, J Sobieszczansk",Particle swarm optimization,753,2003, arc.aiaa.org, AIAA journal,https://arc.aiaa.org/doi/abs/10.2514/2.2111,36
40,Sha,The intelligent water drops algorithm: a nature-inspired swarm-based optimization algorithm,537,2009, inderscienceonline.com,inspired …,https://www.inderscienceonline.com/doi/abs/10.1504/IJBIC.2009.022775,36
123, Kalogirou,Artificial intelligence for the modeling and control of combustion processes: a review,728,2003, Elsevier, Progress in energy and combustion science,https://www.sciencedirect.com/science/article/pii/S0360128503000583,35
100," Hassanien, E Emary","Swarm intelligence: principles, advances, and applications",212,2018, books.google.com,,https://books.google.com/books?hl=en&lr=&id=AZXwCgAAQBAJ&oi=fnd&pg=PP1&dq=optimization+algorithm+artificial+intelligence+&ots=aXE-ZX3USY&sig=U-1pC7yolqxrTEvOZQg8zrvBzK0,35
3,"Karaboga, B Akay, C Ozturk",Artificial bee colony (ABC) optimization algorithm for training feed-forward neural networks,597,2007, Springer, … Decisions for Artificial Intelligence: 4th …,https://link.springer.com/chapter/10.1007/978-3-540-73729-2_30,35
76,"Dai, W Chen, Y Zhu, X Zhang",Seeker optimization algorithm for optimal reactive power dispatch,518,2009, ieeexplore.ieee.org, IEEE Transactions on power …,https://ieeexplore.ieee.org/abstract/document/4912428/,35
45," Chen, F Ye",Particle swarm optimization algorithm and its application to clustering analysis,391,2012, ieeexplore.ieee.org, 2012 Proceedings of 17th Conference on …,https://ieeexplore.ieee.org/abstract/document/6254579/,33
84,"Mellit, SA Kalogirou, L Hontoria, S Shaari",Artificial intelligence techniques for sizing photovoltaic systems: A review,490,2009, Elsevier, Renewable and Sustainable …,https://www.sciencedirect.com/science/article/pii/S1364032108000051,33
180," Aghdam, N Ghase",Text feature selection using ant colony optimization,482,2009, Elsevier, Expert systems with …,https://www.sciencedirect.com/science/article/pii/S0957417408005459,32
68," Wang, AH Gandomi, AH Alavi, D Gong","A comprehensive review of krill herd algorithm: variants, hybrids and applications",158,2019, Springer, Artificial Intelligence Review,https://link.springer.com/article/10.1007/s10462-017-9559-1,32
65,Sonmez,Artificial Bee Colony algorithm for optimization of truss structures,395,2011, Elsevier, Applied Soft Computing,https://www.sciencedirect.com/science/article/pii/S1568494610002474,30
130,"Blum, M Dorigo",The hyper-cube framework for ant colony optimization,575,2004, ieeexplore.ieee.org, IEEE Transactions on Systems  Man  and …,https://ieeexplore.ieee.org/abstract/document/1275547/,29
206,"Samanta, KR A",Artificial neural networks and support vector machines with genetic algorithm for bearing fault detection,615,2003, Elsevier, … of artificial intelligence,https://www.sciencedirect.com/science/article/pii/S0952197603001143,29
205," Wu, GH Tzeng, YJ Goo, WC Fang",A real-valued genetic algorithm to optimize the parameters of support vector machine for predicting bankruptcy,493,2007, Elsevier, Expert systems with applications,https://www.sciencedirect.com/science/article/pii/S0957417405003490,29
169," Schraudolph, J Yu, S Günter",A stochastic quasi-Newton method for online convex optimization,483,2007, proceedings.mlr.press, Artificial intelligence and …,http://proceedings.mlr.press/v2/schraudolph07a.html,28
186,"Agakov, E Bonilla, J Cavazos…",Using machine learning to focus iterative optimization,502,2006, ieeexplore.ieee.org, … and Optimization  …,https://ieeexplore.ieee.org/abstract/document/1611549/,28
122,"Ray, KM Liew",Society and civilization: an optimization algorithm based on the simulation of social behavior,588,2003, ieeexplore.ieee.org, IEEE Transactions on Evolutionary …,https://ieeexplore.ieee.org/abstract/document/1223578/,28
237,"Huang, F Nie, H Huang",A new simplex sparse learning model to measure data similarity for clustering,239,2015, ijcai.org, … joint conference on artificial intelligence,https://www.ijcai.org/Proceedings/15/Papers/502.pdf,27
38," Chu, PW Tsai",Computational intelligence based on the behavior of cats,465,2007, researchgate.net, International Journal of Innovative …,https://www.researchgate.net/profile/Shu-Chuan-Chu-3/publication/228721750_Computational_intelligence_based_on_the_behavior_of_cats/links/0912f508db8822712b000000/Computational-intelligence-based-on-the-behavior-of-cats.pdf,27
208,"Puchinger, GR Raidl",Combining metaheuristics and exact algorithms in combinatorial optimization: A survey and classification,489,2005, Springer, Artificial Intelligence and Knowledge Engineering …,https://link.springer.com/chapter/10.1007/11499305_5,26
44, Jones,Could not catch title,418,2008," Laxmi Publications, Ltd.",,"Look manually at: https://scholar.google.com/scholar?start=40&q=optimization+algorithm+artificial+intelligence+&hl=en&as_sdt=0,5&as_ylo=2003",26
7,"Pelikan, M Pelikan",Hierarchical Bayesian optimization algorithm,488,2005, Springer,,https://link.springer.com/chapter/10.1007/978-3-540-32373-0_6,26
235,"Du, P Zhou, L Shi, H Wang, M Fan…",Robust multiple kernel k-means using l21-norm,224,2015, researchgate.net, … artificial intelligence,https://www.researchgate.net/profile/Peng-Zhou-39/publication/335079361_Robust_multiple_kernel_k-means_using_l21-norm/links/5d554d17299bf151bad41f63/Robust-multiple-kernel-k-means-using-l21-norm.pdf,25
75,"Cheraghalipour, M Hajiaghae",Tree Growth Algorithm (TGA): A novel approach for solving optimization problems,148,2018, Elsevier, … of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197618301003,25
92, Yang,Engineering optimizations via nature-inspired virtual bee algorithms,482,2005, Springer, Artificial Intelligence and Knowledge Engineering …,https://link.springer.com/chapter/10.1007/11499305_33,25
59,"Grosan, A Abraham, M Chis",Swarm intelligence in data mining,445,2006, Springer,,https://link.springer.com/chapter/10.1007/978-3-540-34956-3_1,25
140,"Yao, J Zhou, J Zhang, CR Boër",From intelligent manufacturing to smart manufacturing for industry 4.0 driven by next generation artificial intelligence and further on,161,2017, ieeexplore.ieee.org, 2017 5th international …,https://ieeexplore.ieee.org/abstract/document/8119409/,23
81,"Jiang, T Hu, CC Huang, X Wu",An improved particle swarm optimization algorithm,396,2007, Elsevier, Applied Mathematics and Computation,https://www.sciencedirect.com/science/article/pii/S009630030700392X,23
124," Shin, C Xu","Intelligent systems: modeling, optimization, and control",155,2017, books.google.com,,https://books.google.com/books?hl=en&lr=&id=TqGjSTcnjnsC&oi=fnd&pg=PP1&dq=optimization+algorithm+artificial+intelligence+&ots=oXA0DZcE9Q&sig=N3vh3VNxL4aMLzyAP81yfbl34DU,22
48," Kephart, WE Walsh",An artificial intelligence perspective on autonomic computing policies,444,2004, ieeexplore.ieee.org, Proceedings. Fifth IEEE International …,https://ieeexplore.ieee.org/abstract/document/1309145/,22
176,"Nie, H Huang, C Ding, D Luo…",Robust principal component analysis with non-greedy l1-norm maximization,258,2011, minds.mines.edu, … on artificial intelligence,http://minds.mines.edu/files/papers/2011ijcai_L1_pca.pdf,20
174,"Omran, AP Engelbrecht, A Salman",Particle swarm optimization method for image clustering,386,2005, World Scientific, … and Artificial Intelligence,https://www.worldscientific.com/doi/abs/10.1142/S0218001405004083,20
108,"Gu, Z Li, J Han",Joint feature selection and subspace learning,240,2011, ijcai.org, … international joint conference on artificial intelligence,https://www.ijcai.org/Proceedings/11/Papers/219.pdf,18
126," Iorio, X Li",Solving rotated multi-objective optimization problems using differential evolution,326,2004, Springer, Australasian joint conference on artificial intelligence,https://link.springer.com/chapter/10.1007/978-3-540-30549-1_74,16
195,"Tharwat, EH Houssein, MM Ahmed, AE Hassanien…",MOGOA algorithm for constrained and unconstrained multi-objective optimization problems,88,2018, Springer, … Intelligence,https://link.springer.com/article/10.1007/s10489-017-1074-1,15
239,"Li, P Niu, J Liu",Combustion optimization of a boiler based on the chaos and Levy flight vortex search algorithm,85,2018, Elsevier, Applied Mathematical Modelling,https://www.sciencedirect.com/science/article/pii/S0307904X18300556,14
220,"Faradani, B Hartmann, PG Ipeirotis",What's the right price? pricing tasks for finishing on time,180,2011, Citeseer, … Conference on Artificial Intelligence,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=f20076762263986f8dc2fc577cc2ac92bb0521d4,14
50,"Savsani, MA Tawhid",Non-dominated sorting moth flame optimization (NS-MFO) for multi-objective problems,90,2017, Elsevier, Engineering Applications of Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0952197617300829,13
202,"Chen, Y Zhu, K Hu",Multi-colony bacteria foraging optimization with cell-to-cell communication for RFID network planning,155,2010, Elsevier, Applied Soft Computing,https://www.sciencedirect.com/science/article/pii/S1568494609001458,11
250,"Alzaqebah, S Abdullah",Hybrid bee colony optimization for examination timetabling problems,88,2015, Elsevier, Computers & Operations Research,https://www.sciencedirect.com/science/article/pii/S0305054814002524,10
209,"Kajino, Y Tsuboi, H Kashima",A convex formulation for learning from crowds,108,2012, ojs.aaai.org, … Conference on Artificial Intelligence,https://ojs.aaai.org/index.php/AAAI/article/view/8105,9
236," Bonyadi, Z Michalewicz",A locally convergent rotationally invariant particle swarm optimization algorithm,84,2014, Springer, Swarm intelligence,https://link.springer.com/article/10.1007/s11721-014-0095-1,8
164," Sahab, VV Toropov…",A review on traditional and modern structural optimization: problems and techniques,91,2013, books.google.com, … applications in structures …,https://books.google.com/books?hl=en&lr=&id=fKKcI4uVTvcC&oi=fnd&pg=PA25&dq=optimization+algorithm+artificial+intelligence+&ots=2KHiNkRNbk&sig=OYi2T7iuDBilBZyQAVgqCvdhBMs,8
170,Misevicius,An improved hybrid genetic algorithm: new results for the quadratic assignment problem,157,2003, Springer, … Techniques and Applications of Artificial Intelligence,https://link.springer.com/chapter/10.1007/978-0-85729-412-8_1,7
223,"Domhan, JT Springenberg…",Speeding up automatic hyperparameter optimization of deep neural networks by extrapolation of learning curves,651,0,freiburg.de,,https://ml.informatik.uni-freiburg.de/wp-content/uploads/papers/15-IJCAI-Extrapolation_of_Learning_Curves.pdf,0
58,"Brynjolfsson, A Mcafee","Artificial intelligence, for real",741,0,alliance.com,,https://starlab-alliance.com/wp-content/uploads/2017/09/AI-Article.pdf,0
