Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
6, Barnes,A privacy paradox: Social networking in the United States,2086,2006, firstmonday.org, first monday,http://firstmonday.org/ojs/index.php/fm/article/view/1394,116
247,Rideout,The common sense census: Media use by tweens and teens,1041,2015, apo.org.au,,https://apo.org.au/node/58360,116
182,Van Dijck,'You have one identity': Performing the self on Facebook and LinkedIn,1258,2013, journals.sagepub.com, Media  culture & society,https://journals.sagepub.com/doi/pdf/10.1177/0163443712468605,114
29,"Duggan, J Brenner","The demographics of social media users, 2012",1249,2013, lernspielwiese.com,,https://www.lernspielwiese.com/_/media/Files/Reports/2013/PIP_SocialMediaUsers.pdf,114
193,"Chen, P De, Y Hu, BH Hwang",Wisdom of crowds: The value of stock opinions transmitted through social media,1107,2014, academic.oup.com, The review of financial studies,https://academic.oup.com/rfs/article-abstract/27/5/1367/1581938,111
136,"Wrzus, M Hänel, J Wagner, FJ Neyer",Social network changes and life events across the life span: a meta-analysis.,1205,2013, psycnet.apa.org, Psychological bulletin,https://psycnet.apa.org/journals/bul/139/1/53/,110
240,"Robinson, SR Cotten, H Ono…",Digital inequalities and why they matter,983,2015, Taylor & Francis, Information …,https://www.tandfonline.com/doi/abs/10.1080/1369118X.2015.1012532,109
170,"Piotrowicz, R Cuthbertson",Introduction to the special issue information technology in retail: Toward omnichannel retailing,1077,2014, Taylor & Francis, International Journal of Electronic …,https://www.tandfonline.com/doi/abs/10.2753/JEC1086-4415180400,108
41," Marwick, D Boyd",Networked privacy: How teenagers negotiate context in social media,1046,2014, journals.sagepub.com, New media & society,https://journals.sagepub.com/doi/pdf/10.1177/1461444814543995,105
201,"Livingstone, E Helsper","Gradations in digital inclusion: Children, young people and the digital divide",1760,2007, journals.sagepub.com, New media & society,https://journals.sagepub.com/doi/pdf/10.1177/1461444807080335,104
126,"Yaqub, S Castl",Attitudes to vaccination: a critical review,1044,2014, Elsevier, Social science & …,https://www.sciencedirect.com/science/article/pii/S0277953614002421,104
18,"Madden, A Lenhart, S Cortesi…","Teens, social media, and privacy",1140,2013, assets.pewresearch.org, Pew Research …,http://assets.pewresearch.org/wp-content/uploads/sites/14/2013/05/PIP_TeensSocialMediaandPrivacy_PDF.pdf,104
119,"Yates, S Paquette",Emergency knowledge management and social media technologies: A case study of the 2010 Haitian earthquake,1339,2011, Elsevier, International journal of information management,https://www.sciencedirect.com/science/article/pii/S0268401210001453,103
86," Hampton, LS Goulet, L Rainie, K Purcell",Social networking sites and our lives,1339,2011, academia.edu,,https://www.academia.edu/download/30472786/Social_networking_sites_and_our_lives_2011.pdf,103
180,"Lee, JA Lee, JH Moon, Y Sung",Pictures speak louder than words: Motivations for using Instagram,915,2015, liebertpub.com, …   behavior  and social networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2015.0157,102
249,Selwyn,Faceworking: exploring students' education‐related use of Facebook,1511,2009, Taylor & Francis, Learning  media and technology,https://www.tandfonline.com/doi/abs/10.1080/17439880902923622,101
3,uncil on Communications and Media…,"Children, adolescents, and the media",1109,2013, publications.aap.org, …,https://publications.aap.org/pediatrics/article-abstract/132/5/958/31699,101
215," Valkenburg, J Peter","Online communication among adolescents: An integrated model of its attraction, opportunities, and risks",1304,2011, Elsevier, Journal of adolescent health,https://www.sciencedirect.com/science/article/pii/S1054139X1000426X,100
111,"Marin, B Wellman",Social network analysis: An introduction,1297,2011, books.google.com, The SAGE handbook of social network …,https://books.google.com/books?hl=en&lr=&id=mWlsKkIuFNgC&oi=fnd&pg=PA11&dq=child+policy+internet+social+network&ots=tRgF5Ye0Zp&sig=JIZjvnOPhHaKYdN9042lpLjElzc,100
185,"Fournier, J Avery",The uninvited brand,1304,2011, Elsevier, Business horizons,https://www.sciencedirect.com/science/article/pii/S0007681311000024,100
248,"Kim, JER Lee",The Facebook paths to happiness: Effects of the number of Facebook friends and self-presentation on subjective well-being,1295,2011, liebertpub.com, CyberPsychology  behavior  and social networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2010.0374,100
8," Bertot, PT Jaeger, D Hansen","The impact of polices on government social media usage: Issues, challenges, and recommendations",1175,2012, Elsevier, Government information quarterly,https://www.sciencedirect.com/science/article/pii/S0740624X11000992,98
125,"Imran, C Castillo, F Diaz, S Vieweg",Processing social media messages in mass emergency: A survey,885,2015, dl.acm.org, ACM Computing Surveys (CSUR …,https://dl.acm.org/doi/abs/10.1145/2771588,98
77,"Korda, Z Itani",Harnessing social media for health promotion and behavior change,1066,2013, journals.sagepub.com, Health promotion practice,https://journals.sagepub.com/doi/pdf/10.1177/1524839911405850,97
51,"Rennie, T Morrison",E-learning and social networking handbook: Resources for higher education,1065,2013, books.google.com,,https://books.google.com/books?hl=en&lr=&id=m6LbCgAAQBAJ&oi=fnd&pg=PP1&dq=child+policy+internet+social+network&ots=kE1rjph4gI&sig=DKCwTkACd6s5zqB2XfKbNQfd8LU,97
91,"Fox, JJ Moreland",The dark side of social networking sites: An exploration of the relational and psychological stressors associated with Facebook use and affordances,870,2015, Elsevier, Computers in human behavior,https://www.sciencedirect.com/science/article/pii/S0747563214007018,97
69,Van Noorden,Online collaboration: Scientists and the social network,957,2014, nature.com, Nature news,https://www.nature.com/articles/512126a,96
65,Klausen,Tweeting the Jihad: Social Media Networks of Western Foreign Fighters in Syria and Iraq,845,2015, Taylor & Francis, Studies in Conflict & Terrorism,https://www.tandfonline.com/doi/abs/10.1080/1057610x.2014.974948,94
241,"Ito, HA Horst, M Bittanti, B Herr Stephenson…",Living and learning with new media: Summary of findings from the digital youth project,1410,2009, library.oapen.org,,https://library.oapen.org/handle/20.500.12657/26078,94
118,"Fischer, AR Reuber",Social interaction via new social media:(How) can interactions on Twitter affect effectual thinking and behavior?,1189,2011, Elsevier, Journal of business venturing,https://www.sciencedirect.com/science/article/pii/S0883902610000856,91
36,"Majchrzak, S Faraj, GC Kane…",The contradictory influence of social media affordances on online communal knowledge sharing,1006,2013, academic.oup.com, Journal of Computer …,https://academic.oup.com/jcmc/article-abstract/19/1/38/4067499,91
32,Tufekci,Can you see me now? Audience and disclosure regulation in online social network sites,1455,2008, journals.sagepub.com, Bulletin of Science  Technology & Society,https://journals.sagepub.com/doi/pdf/10.1177/0270467607311484,91
61," Oh, E Ozkaya, R LaRose","How does online social networking enhance life satisfaction? The relationships among online supportive interaction, affect, perceived social support, sense of …",903,2014, Elsevier, Computers in Human Behavior,https://www.sciencedirect.com/science/article/pii/S0747563213002926,90
202,"Livingstone, EJ Helsper",Parental mediation of children's internet use,1432,2008, Taylor & Francis, … of broadcasting & electronic media,https://www.tandfonline.com/doi/abs/10.1080/08838150802437396,90
108,"Kwon, Y Wen",An empirical study of the factors affecting social network service use,1232,2010, Elsevier, Computers in human behavior,https://www.sciencedirect.com/science/article/pii/S0747563209000673,88
76,Zappavigna,Discourse of Twitter and social media: How we use language to create affiliation on the web,1052,2012, books.google.com,,https://books.google.com/books?hl=en&lr=&id=gQBHAQAAQBAJ&oi=fnd&pg=PP1&dq=child+policy+internet+social+network&ots=bJEb2sLGgU&sig=qwTnascrW_gfE90itNxtalw6SsU,88
187," Shalizi, AC Thomas",Homophily and contagion are generically confounded in observational social network studies,1141,2011, journals.sagepub.com, Sociological methods & research,https://journals.sagepub.com/doi/pdf/10.1177/0049124111404820,88
226,Jan,A survey of emerging threats in cybersecurity,866,2014, Elsevier, Journal of Computer and System Sciences,https://www.sciencedirect.com/science/article/pii/S0022000014000178,87
239,Miller,Tales from facebook,1136,2011, books.google.com,,https://books.google.com/books?hl=en&lr=&id=kkZFZjLpAVwC&oi=fnd&pg=PR1&dq=child+policy+internet+social+network&ots=2EhRU5IWGL&sig=1egpXeRq72FRfx3pelYGc_uoiM8,87
115,Weber,Marketing to the social web: How digital customer communities build your business,1293,2009, books.google.com,,https://books.google.com/books?hl=en&lr=&id=iMOSDwAAQBAJ&oi=fnd&pg=PR9&dq=child+policy+internet+social+network&ots=n96k02EUus&sig=Axv4d_OYGq6M0trxrpTM8l58zFc,86
245,Crystal,Internet linguistics: A student guide,1115,2011, books.google.com,,https://books.google.com/books?hl=en&lr=&id=mvqrAgAAQBAJ&oi=fnd&pg=PP1&dq=child+policy+internet+social+network&ots=Y4-MyPAcxE&sig=tqhSTsJeVgpi09H18p4s7yAopx4,86
100,"Lewis, J Kaufman, M Gonzalez, A Wimmer…","Tastes, ties, and time: A new social network dataset using Facebook. com",1361,2008, Elsevier, Social networks,https://www.sciencedirect.com/science/article/pii/S0378873308000385,85
127,Barker,"Older adolescents' motivations for social network site use: The influence of gender, group identity, and collective self-esteem",1281,2009, liebertpub.com, Cyberpsychology & behavior,https://www.liebertpub.com/doi/abs/10.1089/cpb.2008.0228,85
212, Willard,"Cyberbullying and cyberthreats: Responding to the challenge of online social aggression, threats, and distress",1437,2007, books.google.com,,https://books.google.com/books?hl=en&lr=&id=VyTdG2BTnl4C&oi=fnd&pg=PR5&dq=child+policy+internet+social+network&ots=u7Jl0Jok8v&sig=ossPgrFlBxSXldIVjSynfj1euJM,85
138,D,An empirical study comparing gamification and social networking on e-learning,837,2014, Elsevier, Computers & …,https://www.sciencedirect.com/science/article/pii/S036013151400030X,84
140,Zimmer,“But the data is already public”: on the ethics of research in Facebook,1179,2010, Springer, Ethics and information technology,https://link.springer.com/article/10.1007/s10676-010-9227-5,84
217,"Wang, HL Woo, CL Quek, Y Yang…",Using the Facebook group as a learning management system: An exploratory study,994,2012, Wiley Online Library, British journal of …,https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8535.2011.01195.x,83
197, Ottman,"The new rules of green marketing: Strategies, tools, and inspiration for sustainable branding",1062,2011, books.google.com,,https://books.google.com/books?hl=en&lr=&id=uIDO3Gr-4usC&oi=fnd&pg=PT9&dq=child+policy+internet+social+network&ots=0wZYzCG0yB&sig=hVaNT6wwF1rcxr7rErpjDziZqF4,82
123, Lange,Publicly private and privately public: Social networking on YouTube,1402,2007, academic.oup.com,mediated communication,https://academic.oup.com/jcmc/article-abstract/13/1/361/4583074,82
35,Livingstone,Children and the Internet,1232,2009, books.google.com,,https://books.google.com/books?hl=en&lr=&id=wVajiOGFrXAC&oi=fnd&pg=PR5&dq=child+policy+internet+social+network&ots=ys75pmx6__&sig=Cm4YIAph-0mMuHCMWb1wBvRLyrs,82
114," Enli, E Skogerbø",Personalized campaigns in party-centred politics: Twitter and Facebook as arenas for political communication,896,2013, Taylor & Francis, Information  communication & society,https://www.tandfonline.com/doi/abs/10.1080/1369118X.2013.782330,81
70,"Subrahmanyam, P Greenfield",Online communication and adolescent relationships,1293,2008, JSTOR, The future of children,https://www.jstor.org/stable/20053122,81
52,Valenzuela,"Unpacking the use of social media for protest behavior: The roles of information, opinion expression, and activism",889,2013, journals.sagepub.com, American behavioral scientist,https://journals.sagepub.com/doi/pdf/10.1177/0002764213479375,81
142," Jacobsen, R Forste",The wired generation: Academic and social outcomes of electronic media use among university students,1037,2011, liebertpub.com, …   Behavior  and Social Networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2010.0135,80
184,"Kalpidou, D Costin, J Morris",The relationship between Facebook and the well-being of undergraduate college students,1041,2011, liebertpub.com, …   behavior  and social networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2010.0061,80
43,Lim,"Clicks, cabs, and coffee houses: Social media and oppositional movements in Egypt, 2004–2011",954,2012, academic.oup.com, Journal of communication,https://academic.oup.com/joc/article-abstract/62/2/231/4085788,80
174,"Golbeck, JM Grimes, A Rogers",Twitter use by the US Congress,1122,2010, Wiley Online Library, Journal of the American …,https://onlinelibrary.wiley.com/doi/abs/10.1002/asi.21344,80
234," Walther, B Van Der Heide, SY Kim…",The role of friends' appearance and behavior on evaluations of individuals on Facebook: Are we known by the company we keep?,1243,2008, academic.oup.com, Human …,https://academic.oup.com/hcr/article-abstract/34/1/28/4210811,78
167,"Durkee, M Kaess, V Carli, P Parzer, C Wasserman…",Prevalence of pathological internet use among adolescents in E urope: demographic and social factors,936,2012, Wiley Online Library, …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1360-0443.2012.03946.x,78
129," Manago, MB Graham, PM Greenfield…",Self-presentation and gender on MySpace,1239,2008, Elsevier, Journal of Applied …,https://www.sciencedirect.com/science/article/pii/S0193397308000749,77
163," Tong, B Van Der Heide, L Langwell…",Too much of a good thing? The relationship between number of friends and interpersonal impressions on Facebook,1219,2008, academic.oup.com, Journal of computer …,https://academic.oup.com/jcmc/article-abstract/13/3/531/4582948,76
192," White, A Le Cornu",Visitors and Residents: A new typology for online engagement,992,2011, journals.uic.edu, First monday,http://journals.uic.edu/ojs/index.php/fm/article/view/3171,76
53,"Wilson, S Fornasier, KM White",Psychological predictors of young adults' use of social networking sites,1068,2010, liebertpub.com, …   behavior  and social networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2009.0094,76
244,Rieder,Studying Facebook via data extraction: the Netvizz application,826,2013, dl.acm.org, Proceedings of the 5th annual ACM web science …,https://dl.acm.org/doi/abs/10.1145/2464464.2464475,75
213,"Christofides, A Muise, S Desmarais",Information disclosure and control on Facebook: are they two sides of the same coin or two different processes?,1125,2009, liebertpub.com, Cyberpsychology & …,https://www.liebertpub.com/doi/abs/10.1089/cpb.2008.0226,75
238,"Backstrom, C Dwork, J Kleinberg","Wherefore art thou R3579X? Anonymized social networks, hidden patterns, and structural steganography",1274,2007, dl.acm.org, … conference on World Wide Web,https://dl.acm.org/doi/abs/10.1145/1242572.1242598,75
150,"Ramage, S Dumais, D Liebling",Characterizing microblogs with topic models,1056,2010, ojs.aaai.org, … on Web and Social Media,https://ojs.aaai.org/index.php/ICWSM/article/view/14026,75
102," Dodds, KD Harris, IM Kloumann, CA Bliss…",Temporal patterns of happiness and information in a global social network: Hedonometrics and Twitter,960,2011, journals.plos.org, PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026752,74
10, Scott,"The new rules of marketing and PR: how to use social media, blogs, news releases, online video, and viral marketing to reach buyers directly",1097,2009, books.google.com,,https://books.google.com/books?hl=en&lr=&id=ZV-GPw5BYq0C&oi=fnd&pg=PA21&dq=child+policy+internet+social+network&ots=xsSGwv6Imh&sig=OV0P_68Y5v6NPaKj0DrBH3tC58A,73
89,Hawn,"Take two aspirin and tweet me in the morning: how Twitter, Facebook, and other social media are reshaping health care",1100,2009, healthaffairs.org, Health affairs,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.28.2.361,73
208,"Li, R Lu, X Liang, X Shen, J Chen…",Smart community: an internet of things application,931,2011, ieeexplore.ieee.org, IEEE Communications …,https://ieeexplore.ieee.org/abstract/document/6069711/,72
26,Evans,Social media marketing: the next generation of business engagement,1003,2010, books.google.com,,https://books.google.com/books?hl=en&lr=&id=7l2OR6giC6AC&oi=fnd&pg=PT7&dq=child+policy+internet+social+network&ots=jOM8y_-O7Z&sig=zToakNj9a16NJ31QMEt7Eg97jQk,72
113," Gosling, AA Augustine, S Vazire…",Manifestations of personality in online social networks: Self-reported Facebook-related behaviors and observable profile information,936,2011, liebertpub.com, … Social Networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2010.0087,72
135,"Vitak, P Zube, A Smock, CT Carr…",It's complicated: Facebook users' political participation in the 2008 election,942,2011, liebertpub.com, …   and social networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2009.0226,72
176,"Kossinets, DJ Watts",Origins of homophily in an evolving social network,1079,2009, journals.uchicago.edu, American journal of sociology,https://www.journals.uchicago.edu/doi/abs/10.1086/599247,72
146," Howard, MM Hussain",The upheavals in Egypt and Tunisia: The role of digital media,921,2011, muse.jhu.edu, Journal of democracy,https://muse.jhu.edu/pub/1/article/444758/summary,71
95," Krämer, S Winter","Impression management 2.0: The relationship of self-esteem, extraversion, self-efficacy, and self-presentation within social networking sites",1118,2008, econtent.hogrefe.com, Journal of media psychology,https://econtent.hogrefe.com/doi/abs/10.1027/1864-1105.20.3.106,70
183,"Mehroof, MD Griffiths","Online gaming addiction: The role of sensation seeking, self-control, neuroticism, aggression, state anxiety, and trait anxiety",965,2010, liebertpub.com, …   behavior  and social networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2009.0229,69
38,"Livingstone, L Haddon",EU Kids Online.,1015,2009, psycnet.apa.org, Zeitschrift Für Psychologie/Journal of …,https://psycnet.apa.org/record/2010-01097-016,68
172," Skeels, J Grudin",When social networks cross boundaries: a case study of workplace use of facebook and linkedin,1023,2009, dl.acm.org, Proceedings of the 2009 ACM International …,https://dl.acm.org/doi/abs/10.1145/1531674.1531689,68
160," Gardy, JC Johnston, SJH Sui, VJ Cook…",Whole-genome sequencing and social-network analysis of a tuberculosis outbreak,866,2011, Mass Medical Soc, … England Journal of …,https://www.nejm.org/doi/full/10.1056/nejmoa1003176,67
165,"Preece, B Shneiderman",The reader-to-leader framework: Motivating technology-mediated social participation,1012,2009, aisel.aisnet.org,computer …,https://aisel.aisnet.org/thci/vol1/iss1/5/,67
84,"DiMicco, DR Millen, W Geyer, C Dugan…",Motivations for social networking at work,1058,2008, dl.acm.org, Proceedings of the …,https://dl.acm.org/doi/abs/10.1145/1460563.1460674,66
230, Golbeck,Computing and applying trust in web-based social networks,1250,2005, search.proquest.com,,https://search.proquest.com/openview/c451ba5cad941df036aeba5f37052248/1?pq-origsite=gscholar&cbl=18750&diss=y,66
218,Rheingold,Net smart: How to thrive online,796,2012, books.google.com,,https://books.google.com/books?hl=en&lr=&id=o3EvRkgYv2MC&oi=fnd&pg=PR7&dq=child+policy+internet+social+network&ots=v5aaAc8wK_&sig=jzBeXgp91XZAeceJXxAYMCO9jxs,66
186," Strauss, HA Pollack",Social marginalization of overweight children,1390,2003, jamanetwork.com, Archives of pediatrics & adolescent …,https://jamanetwork.com/journals/jamapediatrics/article-abstract/481398,66
85,"Segerberg, WL Bennett",Social media and the organization of collective action: Using Twitter to explore the ecologies of two climate change protests,850,2011, Taylor & Francis, The Communication Review,https://www.tandfonline.com/doi/abs/10.1080/10714421.2011.597250,65
117," Borgatti, X Li",ON SOCIAL NETWORK ANALYSIS IN A SUPPLY CHAIN CONTEXT*,962,2009, Wiley Online Library, Journal of supply chain management,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-493X.2009.03166.x,64
75," Strasburger, AB Jordan, E Donnerstein",Health effects of media on children and adolescents,876,2010, publications.aap.org, Pediatrics,https://publications.aap.org/pediatrics/article-abstract/125/4/756/73121,63
56, Shin,"The effects of trust, security and privacy in social networking: A security-based approach to understand the pattern of adoption",854,2010, academic.oup.com, Interacting with computers,https://academic.oup.com/iwc/article-abstract/22/5/428/688656,61
9,"Lenhart, M Madden, A Smith, K Purcell…","Teens, Kindness and Cruelty on Social Network Sites: How American Teens Navigate the New World of"" Digital Citizenship"".",797,2011, ERIC, … Internet & American Life …,https://eric.ed.gov/?id=ED537516,61
216, Boyd,Taken out of context: American teen sociality in networked publics,960,2008, search.proquest.com,,https://search.proquest.com/openview/9cc930ef134daf46c17434d2992e8251/1?pq-origsite=gscholar&cbl=18750,60
144,"Potts, S Cunningham, J Hartley…",Social network markets: a new definition of the creative industries,921,2008, Springer, Journal of cultural …,https://link.springer.com/article/10.1007/s10824-008-9066-y,58
34," Yu, SW Tian, D Vogel, RCW Kwok",Can learning be virtually boosted? An investigation of online social networking impacts,797,2010, Elsevier, Computers & education,https://www.sciencedirect.com/science/article/pii/S0360131510001752,57
149,Tufekci,"Grooming, gossip, Facebook and MySpace: What can we learn about these sites from those who won't assimilate?",919,2008, Taylor & Francis, Information  Communication & Society,https://www.tandfonline.com/doi/abs/10.1080/13691180801999050,57
59,"Pfeil, R Arjan, P Zaphiris",Age differences in online social networking–A study of user profiles and the social capital divide among teenagers and older users in MySpace,844,2009, Elsevier, Computers in Human Behavior,https://www.sciencedirect.com/science/article/pii/S0747563208001714,56
162," Fiori, TC Antonucci, KS Cortina",Social network typologies and mental health among older adults,996,2006, academic.oup.com, … Sciences and Social …,https://academic.oup.com/psychsocgerontology/article-abstract/61/1/P25/550460,55
200,"Golden, RM Conroy, I Bruce…","Loneliness, social support networks, mood and wellbeing in community‐dwelling elderly",812,2009, Wiley Online Library, … Journal of Geriatric …,https://onlinelibrary.wiley.com/doi/abs/10.1002/gps.2181,54
20,Albrechtslund,Online social networking as participatory surveillance,861,2008, journals.uic.edu, First Monday,http://journals.uic.edu/ojs/index.php/fm/article/view/2142,54
31, Fong,Only hope: Coming of age under China's one-child policy,1063,2004, books.google.com,,https://books.google.com/books?hl=en&lr=&id=A0-la2vliXwC&oi=fnd&pg=PP9&dq=child+policy+internet+social+network&ots=PsY9TjaTNP&sig=Rx3UQXem8AvpuI2JzNc5j7vpGXM,53
189,"Chamberlain, C Kasari, E Rothera",Involvement or isolation? The social networks of children with autism in regular classrooms,875,2007, Springer, Journal of autism and …,https://link.springer.com/article/10.1007/s10803-006-0164-4,51
67,Bleakley,"Panic, pizza and mainstreaming the alt-right: A social media analysis of Pizzagate and the rise of the QAnon conspiracy",47,2023, journals.sagepub.com, Current Sociology,https://journals.sagepub.com/doi/abs/10.1177/00113921211034896,47
45," Pulido, L Rui",A new application of social impact in social media for overcoming fake news in health,179,2020, mdpi.com, International journal of …,https://www.mdpi.com/681614,45
148," Kent, C Li",Toward a normative social media theory for public relations,108,2020, Elsevier, Public Relations Review,https://www.sciencedirect.com/science/article/pii/S0363811118303527,27
219,"Agnihotri, KJ Trainor, OS Itani…",Examining the role of sales-based CRM technology and social media use on post-sale service behaviors in India,164,2017, Elsevier, Journal of Business …,https://www.sciencedirect.com/science/article/pii/S0148296317302837,23
250,Yan,Intergenerational intimacy and descending familism in rural north China,175,2016, Wiley Online Library, American Anthropologist,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1111/aman.12527,22
116,"Shin, H Kang",Adolescents' privacy concerns and information disclosure online: The role of parents and the Internet,159,2016, Elsevier, Computers in Human Behavior,https://www.sciencedirect.com/science/article/pii/S0747563215300741,20
227,"Chancellor, JA Pater, T Clear, E Gilbert…",# thyghgapp: Instagram content moderation and lexical variation in pro-eating disorder communities,162,2016, dl.acm.org, … work & social …,https://dl.acm.org/doi/abs/10.1145/2818048.2819963,20
220,"Yu, X Li, W Zhang","Predicting adolescent problematic online game use from teacher autonomy support, basic psychological needs satisfaction, and school engagement: A 2-year …",167,2015, liebertpub.com, …   Behavior  and Social Networking,https://www.liebertpub.com/doi/abs/10.1089/cyber.2014.0385,19
204,"Kim, Z Xiang, DR Fesenmaier",Use of the internet for trip planning: A generational analysis,161,2015, Taylor & Francis, Journal of travel & tourism …,https://www.tandfonline.com/doi/abs/10.1080/10548408.2014.896765,18
156," Bickham, Y Hswen, M Rich","Media use and depression: exposure, household rules, and symptoms among young adolescents in the USA",166,2015, Springer, International journal of public health,https://link.springer.com/article/10.1007/s00038-014-0647-6,18
131," Seo, Y Huang",Systematic Review of Social Network Analysis in Adolescent Cigarette Smoking Behavior*,157,2012, Wiley Online Library, Journal of School Health,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1746-1561.2011.00663.x,13
88,Rice,The positive role of social networks and social networking technology in the condom-using behaviors of homeless young people,154,2010, journals.sagepub.com, Public health reports,https://journals.sagepub.com/doi/pdf/10.1177/003335491012500414,11
55, Le,"Early adolescents as publics: A national survey of teens with social media accounts, their media use preferences, parental mediation, and perceived Internet literacy",86,2016, Elsevier, Public Relations Review,https://www.sciencedirect.com/science/article/pii/S0363811115301417,11
71," Hsing, J Ma, A Barrer","Influence of health beliefs on adherence to COVID-19 preventative practices: International, social media–based survey study",29,2021, jmir.org, … of medical Internet …,https://www.jmir.org/2021/2/e23720/,10
145," DeBord, V Patel, TL Braun…","Social media in dermatology: clinical relevance, academic value, and trends across platforms",58,2018, Taylor & Francis, Journal of Dermatological …,https://www.tandfonline.com/doi/shareview/10.1080/09546634.2018.1530444,10
103,"Vasalou, A Joinson, T Bänziger, P Goldie…","Avatars in social media: Balancing accuracy, playfulness and embodied messages",155,2008, Elsevier, International Journal of …,https://www.sciencedirect.com/science/article/pii/S1071581908000943,10
228," Notar, S Padgett, J Roden",Cyberbullying: Resources for Intervention and Prevention.,84,2013, ERIC, Universal Journal of Educational Research,https://eric.ed.gov/?id=EJ1053892,8
104,"Chauhan, R George, J Coffin",Social media and you: what every physician needs to know,86,2012, researchgate.net, J Med Pract Manage,https://www.researchgate.net/profile/Janis-Coffin-2/publication/235364886_Social_media_and_you_What_every_physician_needs_to_know/links/589b616a92851c942ddad859/Social-media-and-you-What-every-physician-needs-to-know.pdf,7
196,Meyer,Making Friends: The Art of Social Networking in Life and Online,82,2011, books.google.com,,https://books.google.com/books?hl=en&lr=&id=x5v3l2-QZIAC&oi=fnd&pg=PP1&dq=child+policy+internet+social+network&ots=Hu_7oZaQ7j&sig=8chZ3CLK9D-YxLEzx_3dfSRy9bI,6
28,Brydolf,Minding MySpace: Balancing the benefits and risks of students' online social networks,83,2007, search.proquest.com, The Education Digest,https://search.proquest.com/openview/f46ad7c15f7147a2c5009300f8bdc875/1.pdf?pq-origsite=gscholar&cbl=25066,5
134," Belch, MA Belch, MA Guolla…",Advertising and promotion: An integrated marketing communications perspective,8962,0,prod.mheducation.com …,,http://ecommerce-prod.mheducation.com.s3.amazonaws.com/unitas/highered/changes/belch-integrated-marketing-12e.pdf,4
78," Mullen, C Griffith, JH Greene, GW Lambie",Social media and professional school counselors: Ethical and legal considerations,31,2014, scholarworks.wm.edu,,https://scholarworks.wm.edu/educationpubs/118/,3
194,"Brandes, LC Freeman, D Wagner",Social networks,955,0,konstanz.de,,http://kops.uni-konstanz.de/bitstream/handle/123456789/25963/Brandes_259637.pdf?sequence=2,0
